16,24,31,32,33,29
1,8,10,11,28,33
1,8,10,11,28,31
1,8,10,11,33,31
1,8,10,28,33,31
1,8,11,28,33,31
1,10,11,28,33,31
8,10,11,28,33,31
4,5,14,23,26,31
4,5,14,23,26,13
4,5,14,23,31,13
4,5,14,26,31,13
4,5,23,26,31,13
4,14,23,26,31,13
5,14,23,26,31,13
1,8,33,34,35,36
1,8,33,34,35,29
1,8,33,34,36,29
1,8,33,35,36,29
1,8,34,35,36,29
1,33,34,35,36,29
8,33,34,35,36,29
4,6,11,12,21,34
4,6,11,12,21,31
4,6,11,12,34,31
4,6,11,21,34,31
4,6,12,21,34,31
4,11,12,21,34,31
6,11,12,21,34,31
2,6,7,21,23,25
2,6,7,21,23,35
2,6,7,21,25,35
2,6,7,23,25,35
2,6,21,23,25,35
2,7,21,23,25,35
6,7,21,23,25,35
2,10,19,24,30,36
2,10,19,24,30,5
2,10,19,24,36,5
2,10,19,30,36,5
2,10,24,30,36,5
2,19,24,30,36,5
10,19,24,30,36,5
5,11,17,19,35,36
5,11,17,19,35,22
5,11,17,19,36,22
5,11,17,35,36,22
5,11,19,35,36,22
5,17,19,35,36,22
11,17,19,35,36,22
6,7,13,18,25,36
6,7,13,18,25,20
6,7,13,18,36,20
6,7,13,25,36,20
6,7,18,25,36,20
6,13,18,25,36,20
7,13,18,25,36,20
3,5,16,22,30,36
3,5,16,22,30,35
3,5,16,22,36,35
3,5,16,30,36,35
3,5,22,30,36,35
3,16,22,30,36,35
5,16,22,30,36,35
4,11,12,24,28,36
4,11,12,24,28,31
4,11,12,24,36,31
4,11,12,28,36,31
4,11,24,28,36,31
4,12,24,28,36,31
11,12,24,28,36,31
9,18,22,23,29,31
9,18,22,23,29,8
9,18,22,23,31,8
9,18,22,29,31,8
9,18,23,29,31,8
9,22,23,29,31,8
18,22,23,29,31,8
1,13,17,22,26,33
1,13,17,22,26,20
1,13,17,22,33,20
1,13,17,26,33,20
1,13,22,26,33,20
1,17,22,26,33,20
13,17,22,26,33,20
11,13,19,32,35,36
11,13,19,32,35,17
11,13,19,32,36,17
11,13,19,35,36,17
11,13,32,35,36,17
11,19,32,35,36,17
13,19,32,35,36,17
1,3,10,15,18,30
1,3,10,15,18,21
1,3,10,15,30,21
1,3,10,18,30,21
1,3,15,18,30,21
1,10,15,18,30,21
3,10,15,18,30,21
4,10,20,24,27,28
4,10,20,24,27,18
4,10,20,24,28,18
4,10,20,27,28,18
4,10,24,27,28,18
4,20,24,27,28,18
10,20,24,27,28,18
6,18,19,24,35,36
6,18,19,24,35,12
6,18,19,24,36,12
6,18,19,35,36,12
6,18,24,35,36,12
6,19,24,35,36,12
18,19,24,35,36,12
13,18,22,27,29,34
13,18,22,27,29,6
13,18,22,27,34,6
